{'installation_id': 'rayzor', 'collector_id': 'rayzor2015', 'device_reports': {'Zone-2015': {'readings': [{'reading_type': 'pir_motion', 'reading_unit': 'flag', 'reading_val_type': 'boolean', 'reading_val': False, 'reading_time': '2023-07-20T10:14:35.586084-0500', 'hardware_info': {'sensor_id': 'PIR7', 'sensor_device': 'Arduino MKR 1010'}}]}}}
{'installation_id': 'rayzor', 'collector_id': 'rayzor2015', 'device_reports': {'Zone-2015': {'readings': [{'reading_type': 'pir_motion', 'reading_unit': 'flag', 'reading_val_type': 'boolean', 'reading_val': True, 'reading_time': '2023-07-20T10:14:58.218182-0500', 'hardware_info': {'sensor_id': 'PIR3', 'sensor_device': 'Arduino MKR 1010'}}]}}}
{'installation_id': 'rayzor', 'collector_id': 'rayzor2015', 'device_reports': {'Zone-2015': {'readings': [{'reading_type': 'pir_motion', 'reading_unit': 'flag', 'reading_val_type': 'boolean', 'reading_val': False, 'reading_time': '2023-07-20T10:15:01.080341-0500', 'hardware_info': {'sensor_id': 'PIR7', 'sensor_device': 'Arduino MKR 1010'}}]}}}
{'installation_id': 'rayzor', 'collector_id': 'rayzor2015', 'device_reports': {'Zone-2015': {'readings': [{'reading_type': 'pir_motion', 'reading_unit': 'flag', 'reading_val_type': 'boolean', 'reading_val': False, 'reading_time': '2023-07-20T10:15:02.417879-0500', 'hardware_info': {'sensor_id': 'PIR8', 'sensor_device': 'Arduino MKR 1010'}}]}}}
{'installation_id': 'rayzor', 'collector_id': 'rayzor2015', 'device_reports': {'Zone-2015': {'readings': [{'reading_type': 'pir_motion', 'reading_unit': 'flag', 'reading_val_type': 'boolean', 'reading_val': False, 'reading_time': '2023-07-20T10:15:02.727708-0500', 'hardware_info': {'sensor_id': 'PIR3', 'sensor_device': 'Arduino MKR 1010'}}]}}}
{'installation_id': 'rayzor', 'collector_id': 'rayzor2015', 'device_reports': {'Zone-2015': {'readings': [{'reading_type': 'pir_motion', 'reading_unit': 'flag', 'reading_val_type': 'boolean', 'reading_val': False, 'reading_time': '2023-07-20T10:15:04.223981-0500', 'hardware_info': {'sensor_id': 'PIR7', 'sensor_device': 'Arduino MKR 1010'}}]}}}
{'installation_id': 'rayzor', 'collector_id': 'rayzor2015', 'device_reports': {'Zone-2015': {'readings': [{'reading_type': 'pir_motion', 'reading_unit': 'flag', 'reading_val_type': 'boolean', 'reading_val': False, 'reading_time': '2023-07-20T10:15:04.411218-0500', 'hardware_info': {'sensor_id': 'PIR8', 'sensor_device': 'Arduino MKR 1010'}}]}}}
{'installation_id': 'rayzor', 'collector_id': 'rayzor2015', 'device_reports': {'Zone-2015': {'readings': [{'reading_type': 'pir_motion', 'reading_unit': 'flag', 'reading_val_type': 'boolean', 'reading_val': False, 'reading_time': '2023-07-20T10:15:04.662778-0500', 'hardware_info': {'sensor_id': 'PIR3', 'sensor_device': 'Arduino MKR 1010'}}]}}}
{'installation_id': 'rayzor', 'collector_id': 'rayzor2015', 'device_reports': {'Zone-2015': {'readings': [{'reading_type': 'pir_motion', 'reading_unit': 'flag', 'reading_val_type': 'boolean', 'reading_val': False, 'reading_time': '2023-07-20T10:15:07.537639-0500', 'hardware_info': {'sensor_id': 'PIR7', 'sensor_device': 'Arduino MKR 1010'}}]}}}
{'installation_id': 'rayzor', 'collector_id': 'rayzor2015', 'device_reports': {'Zone-2015': {'readings': [{'reading_type': 'pir_motion', 'reading_unit': 'flag', 'reading_val_type': 'boolean', 'reading_val': False, 'reading_time': '2023-07-20T10:15:07.928947-0500', 'hardware_info': {'sensor_id': 'PIR8', 'sensor_device': 'Arduino MKR 1010'}}]}}}
{'installation_id': 'rayzor', 'collector_id': 'rayzor2015', 'device_reports': {'Zone-2015': {'readings': [{'reading_type': 'pir_motion', 'reading_unit': 'flag', 'reading_val_type': 'boolean', 'reading_val': False, 'reading_time': '2023-07-20T10:15:08.153632-0500', 'hardware_info': {'sensor_id': 'PIR3', 'sensor_device': 'Arduino MKR 1010'}}]}}}
{'installation_id': 'rayzor', 'collector_id': 'rayzor2015', 'device_reports': {'Zone-2015': {'readings': [{'reading_type': 'pir_motion', 'reading_unit': 'flag', 'reading_val_type': 'boolean', 'reading_val': False, 'reading_time': '2023-07-20T10:15:10.616049-0500', 'hardware_info': {'sensor_id': 'PIR7', 'sensor_device': 'Arduino MKR 1010'}}]}}}
{'installation_id': 'rayzor', 'collector_id': 'rayzor2015', 'device_reports': {'Zone-2015': {'readings': [{'reading_type': 'pir_motion', 'reading_unit': 'flag', 'reading_val_type': 'boolean', 'reading_val': False, 'reading_time': '2023-07-20T10:15:10.787401-0500', 'hardware_info': {'sensor_id': 'PIR8', 'sensor_device': 'Arduino MKR 1010'}}]}}}
{'installation_id': 'rayzor', 'collector_id': 'rayzor2015', 'device_reports': {'Zone-2015': {'readings': [{'reading_type': 'pir_motion', 'reading_unit': 'flag', 'reading_val_type': 'boolean', 'reading_val': False, 'reading_time': '2023-07-20T10:15:10.968379-0500', 'hardware_info': {'sensor_id': 'PIR3', 'sensor_device': 'Arduino MKR 1010'}}]}}}
{'installation_id': 'rayzor', 'collector_id': 'rayzor2015', 'device_reports': {'Zone-2015': {'readings': [{'reading_type': 'pir_motion', 'reading_unit': 'flag', 'reading_val_type': 'boolean', 'reading_val': False, 'reading_time': '2023-07-20T10:15:13.807211-0500', 'hardware_info': {'sensor_id': 'PIR7', 'sensor_device': 'Arduino MKR 1010'}}]}}}
{'installation_id': 'rayzor', 'collector_id': 'rayzor2015', 'device_reports': {'Zone-2015': {'readings': [{'reading_type': 'pir_motion', 'reading_unit': 'flag', 'reading_val_type': 'boolean', 'reading_val': False, 'reading_time': '2023-07-20T10:15:13.978443-0500', 'hardware_info': {'sensor_id': 'PIR8', 'sensor_device': 'Arduino MKR 1010'}}]}}}
{'installation_id': 'rayzor', 'collector_id': 'rayzor2015', 'device_reports': {'Zone-2015': {'readings': [{'reading_type': 'pir_motion', 'reading_unit': 'flag', 'reading_val_type': 'boolean', 'reading_val': False, 'reading_time': '2023-07-20T10:15:14.155917-0500', 'hardware_info': {'sensor_id': 'PIR3', 'sensor_device': 'Arduino MKR 1010'}}]}}}
{'installation_id': 'rayzor', 'collector_id': 'rayzor2015', 'device_reports': {'Zone-2015': {'readings': [{'reading_type': 'pir_motion', 'reading_unit': 'flag', 'reading_val_type': 'boolean', 'reading_val': False, 'reading_time': '2023-07-20T10:15:17.057907-0500', 'hardware_info': {'sensor_id': 'PIR8', 'sensor_device': 'Arduino MKR 1010'}}]}}}
{'installation_id': 'rayzor', 'collector_id': 'rayzor2015', 'device_reports': {'Zone-2015': {'readings': [{'reading_type': 'pir_motion', 'reading_unit': 'flag', 'reading_val_type': 'boolean', 'reading_val': False, 'reading_time': '2023-07-20T10:15:17.361540-0500', 'hardware_info': {'sensor_id': 'PIR7', 'sensor_device': 'Arduino MKR 1010'}}]}}}
{'installation_id': 'rayzor', 'collector_id': 'rayzor2015', 'device_reports': {'Zone-2015': {'readings': [{'reading_type': 'pir_motion', 'reading_unit': 'flag', 'reading_val_type': 'boolean', 'reading_val': False, 'reading_time': '2023-07-20T10:15:17.670032-0500', 'hardware_info': {'sensor_id': 'PIR3', 'sensor_device': 'Arduino MKR 1010'}}]}}}
